cidade_slug,cidade_origem,canal,tecnologia,mes_ref,meta,realizado,desvio
horizonte-ce,HORIZONTE/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,54,35,-19
horizonte-ce,HORIZONTE/CE,PAP,5g,2026-05-01,87,44,-43
horizonte-ce,HORIZONTE/CE,PAP,ftth,2026-05-01,247,22,-225
ibiapina-ce,IBIAPINA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,26,3,-23
ibiapina-ce,IBIAPINA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,15,0,-15
ibiapina-ce,IBIAPINA/CE,PAP,5g,2026-05-01,20,6,-14
ibiapina-ce,IBIAPINA/CE,PAP,ftth,2026-05-01,20,0,-20
ico-ce,ICO/CE,LOJA,5g,2026-05-01,88,150,62
ico-ce,ICO/CE,LOJA,ftth,2026-05-01,72,37,-35
ico-ce,ICO/CE,PAP,5g,2026-05-01,36,59,23
ico-ce,ICO/CE,PAP,ftth,2026-05-01,33,16,-17
iguatu-ce,IGUATU/CE,LOJA,5g,2026-05-01,88,138,50
iguatu-ce,IGUATU/CE,LOJA,ftth,2026-05-01,72,75,3
iguatu-ce,IGUATU/CE,PAP,5g,2026-05-01,192,226,34
iguatu-ce,IGUATU/CE,PAP,ftth,2026-05-01,294,109,-185
ipu-ce,IPU/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,47,-5
ipu-ce,IPU/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,5,-25
ipu-ce,IPU/CE,PAP,5g,2026-05-01,62,74,12
ipu-ce,IPU/CE,PAP,ftth,2026-05-01,95,15,-80
iracema-ce,IRACEMA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,33,-19
iracema-ce,IRACEMA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,9,-21
iracema-ce,IRACEMA/CE,PAP,5g,2026-05-01,82,65,-17
iracema-ce,IRACEMA/CE,PAP,ftth,2026-05-01,32,9,-23
itabaiana-se,ITABAIANA/SE,LOJA,ftth,2026-05-01,18,0,-18
itapaje-ce,ITAPAJE/CE,DONO CIDADE - LOJAS,5g,2026-05-01,26,33,7
itapaje-ce,ITAPAJE/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,15,7,-8
itapaje-ce,ITAPAJE/CE,PAP,5g,2026-05-01,96,92,-4
itapaje-ce,ITAPAJE/CE,PAP,ftth,2026-05-01,147,37,-110
itapipoca-ce,ITAPIPOCA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,165,113
itapipoca-ce,ITAPIPOCA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,22,-8
itapipoca-ce,ITAPIPOCA/CE,PAP,5g,2026-05-01,72,145,73
itapipoca-ce,ITAPIPOCA/CE,PAP,ftth,2026-05-01,111,43,-68
jaboatao-dos-guararapes-pe,JABOATAO DOS GUARARAPES/PE,LOJA,ftth,2026-05-01,36,0,-36
jaguaretama-ce,JAGUARETAMA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,48,-4
jaguaretama-ce,JAGUARETAMA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,5,-25
jaguaretama-ce,JAGUARETAMA/CE,PAP,5g,2026-05-01,41,46,5
jaguaretama-ce,JAGUARETAMA/CE,PAP,ftth,2026-05-01,16,13,-3
jaguaribara-ce,JAGUARIBARA/CE,PAP,5g,2026-05-01,38,41,3
jaguaribara-ce,JAGUARIBARA/CE,PAP,ftth,2026-05-01,16,5,-11
jaguaribe-ce,JAGUARIBE/CE,DONO CIDADE - LOJAS,5g,2026-05-01,78,128,50
jaguaribe-ce,JAGUARIBE/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,45,14,-31
jaguaribe-ce,JAGUARIBE/CE,PAP,5g,2026-05-01,108,91,-17
jaguaribe-ce,JAGUARIBE/CE,PAP,ftth,2026-05-01,99,28,-71
joao-pessoa-pb,JOAO PESSOA/PB,LOJA,5g,2026-05-01,110,129,19
joao-pessoa-pb,JOAO PESSOA/PB,LOJA,ftth,2026-05-01,90,20,-70
joao-pessoa-pb,JOAO PESSOA/PB,NGC,5g,2026-05-01,184,223,39
joao-pessoa-pb,JOAO PESSOA/PB,NGC,ftth,2026-05-01,520,183,-337
joao-pessoa-pb,JOAO PESSOA/PB,PAP,5g,2026-05-01,366,286,-80
joao-pessoa-pb,JOAO PESSOA/PB,PAP,ftth,2026-05-01,1037,191,-846
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-05-01,176,342,166
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,144,84,-60
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,PAP,5g,2026-05-01,285,379,94
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,PAP,ftth,2026-05-01,813,306,-507
juazeiro-ba,JUAZEIRO/BA,DONO CIDADE - LOJAS,5g,2026-05-01,52,43,-9
juazeiro-ba,JUAZEIRO/BA,DONO CIDADE - LOJAS,ftth,2026-05-01,30,24,-6
juazeiro-ba,JUAZEIRO/BA,PAP,5g,2026-05-01,161,183,22
juazeiro-ba,JUAZEIRO/BA,PAP,ftth,2026-05-01,458,123,-335
lagarto-se,LAGARTO/SE,LOJA,ftth,2026-05-01,18,0,-18
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,LOJA,5g,2026-05-01,52,27,-25
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,LOJA,ftth,2026-05-01,30,8,-22
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,PAP,5g,2026-05-01,36,40,4
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,PAP,ftth,2026-05-01,33,13,-20
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-05-01,78,127,49
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,45,40,-5
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,PAP,5g,2026-05-01,72,85,13
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,PAP,ftth,2026-05-01,66,26,-40
limoeiro-pe,LIMOEIRO/PE,LOJA,ftth,2026-05-01,36,0,-36
macaiba-rn,MACAIBA/RN,LOJA,5g,2026-05-01,44,123,79
macaiba-rn,MACAIBA/RN,LOJA,ftth,2026-05-01,36,23,-13
macaiba-rn,MACAIBA/RN,PAP,5g,2026-05-01,128,124,-4
macaiba-rn,MACAIBA/RN,PAP,ftth,2026-05-01,196,28,-168
maceio-al,MACEIO/AL,LOJA,ftth,2026-05-01,20,0,-20
major-sales-rn,MAJOR SALES/RN,DONO CIDADE - LOJAS,5g,2026-05-01,52,44,-8
major-sales-rn,MAJOR SALES/RN,DONO CIDADE - LOJAS,ftth,2026-05-01,30,23,-7
major-sales-rn,MAJOR SALES/RN,PAP,5g,2026-05-01,41,33,-8
major-sales-rn,MAJOR SALES/RN,PAP,ftth,2026-05-01,16,7,-9
maracanau-ce,MARACANAU/CE,DONO CIDADE - LOJAS,5g,2026-05-01,26,71,45
maracanau-ce,MARACANAU/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,15,1,-14
maracanau-ce,MARACANAU/CE,LOJA,5g,2026-05-01,104,259,155
maracanau-ce,MARACANAU/CE,LOJA,ftth,2026-05-01,60,13,-47
maracanau-ce,MARACANAU/CE,PAP,5g,2026-05-01,159,114,-45
maracanau-ce,MARACANAU/CE,PAP,ftth,2026-05-01,452,69,-383
maracanau-ce,MARACANAU/CE,QUIOSQUE LOJA,5g,2026-05-01,130,61,-69
maracanau-ce,MARACANAU/CE,QUIOSQUE LOJA,ftth,2026-05-01,20,3,-17
maranguape-ce,MARANGUAPE/CE,DONO CIDADE - LOJAS,5g,2026-05-01,44,45,1
maranguape-ce,MARANGUAPE/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,36,11,-25
maranguape-ce,MARANGUAPE/CE,PAP,5g,2026-05-01,69,126,57
maranguape-ce,MARANGUAPE/CE,PAP,ftth,2026-05-01,195,74,-121
marechal-deodoro-al,MARECHAL DEODORO/AL,LOJA,ftth,2026-05-01,36,0,-36
milagres-ce,MILAGRES/CE,LOJA,5g,2026-05-01,52,22,-30
milagres-ce,MILAGRES/CE,LOJA,ftth,2026-05-01,30,3,-27
milagres-ce,MILAGRES/CE,PAP,5g,2026-05-01,36,40,4
milagres-ce,MILAGRES/CE,PAP,ftth,2026-05-01,33,10,-23
missao-velha-ce,MISSAO VELHA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,64,12
missao-velha-ce,MISSAO VELHA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,20,-10
missao-velha-ce,MISSAO VELHA/CE,PAP,5g,2026-05-01,72,74,2
missao-velha-ce,MISSAO VELHA/CE,PAP,ftth,2026-05-01,66,16,-50
mombaca-ce,MOMBACA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,26,25,-1
mombaca-ce,MOMBACA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,15,0,-15
mombaca-ce,MOMBACA/CE,LOJA,5g,2026-05-01,26,19,-7
mombaca-ce,MOMBACA/CE,LOJA,ftth,2026-05-01,15,0,-15
mombaca-ce,MOMBACA/CE,PAP,5g,2026-05-01,64,78,14
mombaca-ce,MOMBACA/CE,PAP,ftth,2026-05-01,98,30,-68
morada-nova-ce,MORADA NOVA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,101,49
morada-nova-ce,MORADA NOVA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,29,-1
morada-nova-ce,MORADA NOVA/CE,PAP,5g,2026-05-01,106,142,36
morada-nova-ce,MORADA NOVA/CE,PAP,ftth,2026-05-01,96,38,-58
mossoro-rn,MOSSORO/RN,DONO CIDADE - LOJAS,5g,2026-05-01,110,252,142
mossoro-rn,MOSSORO/RN,DONO CIDADE - LOJAS,ftth,2026-05-01,90,4,-86
mossoro-rn,MOSSORO/RN,PAP,5g,2026-05-01,193,223,30
mossoro-rn,MOSSORO/RN,PAP,ftth,2026-05-01,546,125,-421
natal-rn,NATAL/RN,LOJA,5g,2026-05-01,176,600,424
natal-rn,NATAL/RN,LOJA,ftth,2026-05-01,144,64,-80
natal-rn,NATAL/RN,NGC,5g,2026-05-01,184,191,7
natal-rn,NATAL/RN,NGC,ftth,2026-05-01,520,150,-370
natal-rn,NATAL/RN,PAP,5g,2026-05-01,401,442,41
natal-rn,NATAL/RN,PAP,ftth,2026-05-01,1134,261,-873
natal-rn,NATAL/RN,QUIOSQUE LOJA,5g,2026-05-01,195,42,-153
natal-rn,NATAL/RN,QUIOSQUE LOJA,ftth,2026-05-01,30,3,-27
nisia-floresta-rn,NISIA FLORESTA/RN,PAP,5g,2026-05-01,36,19,-17
nisia-floresta-rn,NISIA FLORESTA/RN,PAP,ftth,2026-05-01,33,5,-28
nossa-senhora-do-socorro-se,NOSSA SENHORA DO SOCORRO/SE,LOJA,ftth,2026-05-01,40,0,-40
oros-ce,OROS/CE,LOJA,5g,2026-05-01,52,44,-8
oros-ce,OROS/CE,LOJA,ftth,2026-05-01,30,2,-28
oros-ce,OROS/CE,PAP,5g,2026-05-01,41,52,11
oros-ce,OROS/CE,PAP,ftth,2026-05-01,16,16,0
ouricuri-pe,OURICURI/PE,DONO CIDADE - LOJAS,5g,2026-05-01,26,14,-12
ouricuri-pe,OURICURI/PE,DONO CIDADE - LOJAS,ftth,2026-05-01,15,5,-10
ouricuri-pe,OURICURI/PE,PAP,5g,2026-05-01,79,23,-56
ouricuri-pe,OURICURI/PE,PAP,ftth,2026-05-01,121,21,-100
pacajus-ce,PACAJUS/CE,DONO CIDADE - LOJAS,5g,2026-05-01,66,78,12
pacajus-ce,PACAJUS/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,54,65,11
pacajus-ce,PACAJUS/CE,PAP,5g,2026-05-01,69,99,30
pacajus-ce,PACAJUS/CE,PAP,ftth,2026-05-01,195,38,-157
palmeira-dos-indios-al,PALMEIRA DOS INDIOS/AL,LOJA,ftth,2026-05-01,40,0,-40
paraipaba-ce,PARAIPABA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,26,0,-26
paraipaba-ce,PARAIPABA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,15,0,-15
paraipaba-ce,PARAIPABA/CE,PAP,5g,2026-05-01,96,116,20
paraipaba-ce,PARAIPABA/CE,PAP,ftth,2026-05-01,147,29,-118
parnaiba-pi,PARNAIBA/PI,DONO CIDADE - LOJAS,5g,2026-05-01,44,75,31
parnaiba-pi,PARNAIBA/PI,DONO CIDADE - LOJAS,ftth,2026-05-01,36,11,-25
parnaiba-pi,PARNAIBA/PI,PAP,5g,2026-05-01,190,236,46
parnaiba-pi,PARNAIBA/PI,PAP,ftth,2026-05-01,536,177,-359
parnamirim-rn,PARNAMIRIM/RN,DONO CIDADE - LOJAS,5g,2026-05-01,110,219,109
parnamirim-rn,PARNAMIRIM/RN,DONO CIDADE - LOJAS,ftth,2026-05-01,90,74,-16
parnamirim-rn,PARNAMIRIM/RN,PAP,5g,2026-05-01,205,215,10
parnamirim-rn,PARNAMIRIM/RN,PAP,ftth,2026-05-01,582,141,-441
patos-pb,PATOS/PB,DONO CIDADE - LOJAS,5g,2026-05-01,66,85,19
patos-pb,PATOS/PB,DONO CIDADE - LOJAS,ftth,2026-05-01,54,39,-15
patos-pb,PATOS/PB,PAP,5g,2026-05-01,115,208,93
patos-pb,PATOS/PB,PAP,ftth,2026-05-01,325,61,-264
pau-dos-ferros-rn,PAU DOS FERROS/RN,DONO CIDADE - LOJAS,5g,2026-05-01,104,201,97
pau-dos-ferros-rn,PAU DOS FERROS/RN,DONO CIDADE - LOJAS,ftth,2026-05-01,60,19,-41
pau-dos-ferros-rn,PAU DOS FERROS/RN,PAP,5g,2026-05-01,72,76,4
pau-dos-ferros-rn,PAU DOS FERROS/RN,PAP,ftth,2026-05-01,66,14,-52
paulista-pe,PAULISTA/PE,LOJA,ftth,2026-05-01,27,0,-27
pedra-branca-ce,PEDRA BRANCA/CE,LOJA,5g,2026-05-01,26,37,11
pedra-branca-ce,PEDRA BRANCA/CE,LOJA,ftth,2026-05-01,15,8,-7
pedra-branca-ce,PEDRA BRANCA/CE,PAP,5g,2026-05-01,32,38,6
pedra-branca-ce,PEDRA BRANCA/CE,PAP,ftth,2026-05-01,49,7,-42
pereiro-ce,PEREIRO/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,67,15
pereiro-ce,PEREIRO/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,0,-30
pereiro-ce,PEREIRO/CE,ONLINE,5g,2026-05-01,733,149,-584
pereiro-ce,PEREIRO/CE,ONLINE,ftth,2026-05-01,6794,1793,-5001
pesqueira-pe,PESQUEIRA/PE,LOJA,5g,2026-05-01,26,9,-17
pesqueira-pe,PESQUEIRA/PE,LOJA,ftth,2026-05-01,15,2,-13
pesqueira-pe,PESQUEIRA/PE,PAP,5g,2026-05-01,91,100,9
pesqueira-pe,PESQUEIRA/PE,PAP,ftth,2026-05-01,141,19,-122
petrolina-pe,PETROLINA/PE,DONO CIDADE - LOJAS,5g,2026-05-01,26,20,-6
petrolina-pe,PETROLINA/PE,DONO CIDADE - LOJAS,ftth,2026-05-01,15,12,-3
petrolina-pe,PETROLINA/PE,PAP,5g,2026-05-01,391,495,104
petrolina-pe,PETROLINA/PE,PAP,ftth,2026-05-01,1105,245,-860
picos-pi,PICOS/PI,DONO CIDADE - LOJAS,ftth,2026-05-01,18,0,-18
piripiri-pi,PIRIPIRI/PI,DONO CIDADE - LOJAS,ftth,2026-05-01,54,0,-54
pombal-pb,POMBAL/PB,DONO CIDADE - LOJAS,5g,2026-05-01,52,56,4
pombal-pb,POMBAL/PB,DONO CIDADE - LOJAS,ftth,2026-05-01,30,5,-25
pombal-pb,POMBAL/PB,PAP,5g,2026-05-01,94,109,15
pombal-pb,POMBAL/PB,PAP,ftth,2026-05-01,144,40,-104
quixada-ce,QUIXADA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,66,120,54
quixada-ce,QUIXADA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,54,50,-4
quixada-ce,QUIXADA/CE,PAP,5g,2026-05-01,108,147,39
quixada-ce,QUIXADA/CE,PAP,ftth,2026-05-01,99,36,-63
quixeramobim-ce,QUIXERAMOBIM/CE,DONO CIDADE - LOJAS,5g,2026-05-01,44,117,73
quixeramobim-ce,QUIXERAMOBIM/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,36,47,11
quixeramobim-ce,QUIXERAMOBIM/CE,PAP,5g,2026-05-01,144,187,43
quixeramobim-ce,QUIXERAMOBIM/CE,PAP,ftth,2026-05-01,132,51,-81
quixere-ce,QUIXERE/CE,DONO CIDADE - LOJAS,5g,2026-05-01,26,13,-13
quixere-ce,QUIXERE/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,15,1,-14
quixere-ce,QUIXERE/CE,LOJA,5g,2026-05-01,26,27,1
quixere-ce,QUIXERE/CE,LOJA,ftth,2026-05-01,15,3,-12
quixere-ce,QUIXERE/CE,PAP,5g,2026-05-01,54,45,-9
quixere-ce,QUIXERE/CE,PAP,ftth,2026-05-01,49,10,-39
rafael-fernandes-rn,RAFAEL FERNANDES/RN,PAP,5g,2026-05-01,41,49,8
rafael-fernandes-rn,RAFAEL FERNANDES/RN,PAP,ftth,2026-05-01,16,5,-11
ribeira-do-pombal-ba,RIBEIRA DO POMBAL/BA,LOJA,ftth,2026-05-01,36,0,-36
rio-largo-al,RIO LARGO/AL,LOJA,ftth,2026-05-01,60,0,-60
russas-ce,RUSSAS/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,111,59
russas-ce,RUSSAS/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,7,-23
russas-ce,RUSSAS/CE,PAP,5g,2026-05-01,108,151,43
russas-ce,RUSSAS/CE,PAP,ftth,2026-05-01,99,33,-66
salgueiro-pe,SALGUEIRO/PE,DONO CIDADE - LOJAS,5g,2026-05-01,26,41,15
salgueiro-pe,SALGUEIRO/PE,DONO CIDADE - LOJAS,ftth,2026-05-01,15,2,-13
salgueiro-pe,SALGUEIRO/PE,PAP,5g,2026-05-01,32,38,6
salgueiro-pe,SALGUEIRO/PE,PAP,ftth,2026-05-01,49,9,-40
santa-cruz-do-capibaribe-pe,SANTA CRUZ DO CAPIBARIBE/PE,LOJA,ftth,2026-05-01,18,0,-18
santa-cruz-rn,SANTA CRUZ/RN,DONO CIDADE - LOJAS,5g,2026-05-01,90,34,-56
santa-cruz-rn,SANTA CRUZ/RN,DONO CIDADE - LOJAS,ftth,2026-05-01,30,0,-30
santa-luzia-pb,SANTA LUZIA/PB,DONO CIDADE - LOJAS,5g,2026-05-01,52,51,-1
santa-luzia-pb,SANTA LUZIA/PB,DONO CIDADE - LOJAS,ftth,2026-05-01,30,16,-14
santa-luzia-pb,SANTA LUZIA/PB,PAP,5g,2026-05-01,82,84,2
santa-luzia-pb,SANTA LUZIA/PB,PAP,ftth,2026-05-01,32,17,-15
santa-quiteria-ce,SANTA QUITERIA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,90,63,-27
santa-quiteria-ce,SANTA QUITERIA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,0,-30
santa-rita-pb,SANTA RITA/PB,DONO CIDADE - LOJAS,5g,2026-05-01,22,38,16
santa-rita-pb,SANTA RITA/PB,DONO CIDADE - LOJAS,ftth,2026-05-01,18,6,-12
santa-rita-pb,SANTA RITA/PB,LOJA,5g,2026-05-01,22,39,17
santa-rita-pb,SANTA RITA/PB,LOJA,ftth,2026-05-01,18,18,0
santa-rita-pb,SANTA RITA/PB,PAP,5g,2026-05-01,69,64,-5
santa-rita-pb,SANTA RITA/PB,PAP,ftth,2026-05-01,195,21,-174
santo-amaro-ba,SANTO AMARO/BA,LOJA,ftth,2026-05-01,18,0,-18
sao-benedito-ce,SAO BENEDITO/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,43,-9
sao-benedito-ce,SAO BENEDITO/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,5,-25
sao-benedito-ce,SAO BENEDITO/CE,PAP,5g,2026-05-01,64,50,-14
sao-benedito-ce,SAO BENEDITO/CE,PAP,ftth,2026-05-01,98,8,-90
sao-caitano-pe,SAO CAITANO/PE,DONO CIDADE - LOJAS,5g,2026-05-01,90,35,-55
sao-caitano-pe,SAO CAITANO/PE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,0,-30
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,PAP,5g,2026-05-01,46,61,15
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,PAP,ftth,2026-05-01,130,26,-104
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,DONO CIDADE - LOJAS,5g,2026-05-01,26,16,-10
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,DONO CIDADE - LOJAS,ftth,2026-05-01,15,4,-11
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,LOJA,5g,2026-05-01,52,48,-4
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,LOJA,ftth,2026-05-01,30,5,-25
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,PAP,5g,2026-05-01,64,57,-7
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,PAP,ftth,2026-05-01,98,22,-76
sao-miguel-dos-campos-al,SAO MIGUEL DOS CAMPOS/AL,LOJA,ftth,2026-05-01,40,0,-40
sao-miguel-rn,SAO MIGUEL/RN,DONO CIDADE - LOJAS,5g,2026-05-01,78,127,49
sao-miguel-rn,SAO MIGUEL/RN,DONO CIDADE - LOJAS,ftth,2026-05-01,45,7,-38
sao-miguel-rn,SAO MIGUEL/RN,PAP,5g,2026-05-01,72,66,-6
sao-miguel-rn,SAO MIGUEL/RN,PAP,ftth,2026-05-01,66,12,-54
senador-pompeu-ce,SENADOR POMPEU/CE,LOJA,5g,2026-05-01,26,79,53
senador-pompeu-ce,SENADOR POMPEU/CE,LOJA,ftth,2026-05-01,15,19,4
senador-pompeu-ce,SENADOR POMPEU/CE,PAP,5g,2026-05-01,72,104,32
senador-pompeu-ce,SENADOR POMPEU/CE,PAP,ftth,2026-05-01,66,32,-34
serra-talhada-pe,SERRA TALHADA/PE,DONO CIDADE - LOJAS,5g,2026-05-01,78,97,19
serra-talhada-pe,SERRA TALHADA/PE,DONO CIDADE - LOJAS,ftth,2026-05-01,45,20,-25
serra-talhada-pe,SERRA TALHADA/PE,PAP,5g,2026-05-01,96,123,27
serra-talhada-pe,SERRA TALHADA/PE,PAP,ftth,2026-05-01,147,22,-125
sobral-ce,SOBRAL/CE,DONO CIDADE - LOJAS,5g,2026-05-01,22,42,20
sobral-ce,SOBRAL/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,18,15,-3
sobral-ce,SOBRAL/CE,LOJA,5g,2026-05-01,66,80,14
sobral-ce,SOBRAL/CE,LOJA,ftth,2026-05-01,54,14,-40
sobral-ce,SOBRAL/CE,PAP,5g,2026-05-01,184,203,19
sobral-ce,SOBRAL/CE,PAP,ftth,2026-05-01,520,119,-401
sousa-pb,SOUSA/PB,DONO CIDADE - LOJAS,5g,2026-05-01,11,12,1
sousa-pb,SOUSA/PB,DONO CIDADE - LOJAS,ftth,2026-05-01,9,2,-7
sousa-pb,SOUSA/PB,LOJA,5g,2026-05-01,22,41,19
sousa-pb,SOUSA/PB,LOJA,ftth,2026-05-01,18,12,-6
sousa-pb,SOUSA/PB,PAP,5g,2026-05-01,64,76,12
sousa-pb,SOUSA/PB,PAP,ftth,2026-05-01,98,33,-65
surubim-pe,SURUBIM/PE,LOJA,ftth,2026-05-01,36,0,-36
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-05-01,26,38,12
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,15,11,-4
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,PAP,5g,2026-05-01,72,64,-8
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,PAP,ftth,2026-05-01,66,14,-52
taua-ce,TAUA/CE,LOJA,5g,2026-05-01,26,42,16
taua-ce,TAUA/CE,LOJA,ftth,2026-05-01,15,20,5
taua-ce,TAUA/CE,PAP,5g,2026-05-01,106,160,54
taua-ce,TAUA/CE,PAP,ftth,2026-05-01,96,39,-57
teresina-pi,TERESINA/PI,LOJA,5g,2026-05-01,88,92,4
teresina-pi,TERESINA/PI,LOJA,ftth,2026-05-01,72,34,-38
teresina-pi,TERESINA/PI,PAP,5g,2026-05-01,471,429,-42
teresina-pi,TERESINA/PI,PAP,ftth,2026-05-01,1334,444,-890
tiangua-ce,TIANGUA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,26,33,7
tiangua-ce,TIANGUA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,15,7,-8
tiangua-ce,TIANGUA/CE,PAP,5g,2026-05-01,81,135,54
tiangua-ce,TIANGUA/CE,PAP,ftth,2026-05-01,125,36,-89
timon-ma,TIMON/MA,LOJA,5g,2026-05-01,52,59,7
timon-ma,TIMON/MA,LOJA,ftth,2026-05-01,30,27,-3
timon-ma,TIMON/MA,PAP,5g,2026-05-01,161,136,-25
timon-ma,TIMON/MA,PAP,ftth,2026-05-01,455,139,-316
tobias-barreto-se,TOBIAS BARRETO/SE,LOJA,ftth,2026-05-01,20,0,-20
toritama-pe,TORITAMA/PE,LOJA,5g,2026-05-01,52,21,-31
toritama-pe,TORITAMA/PE,LOJA,ftth,2026-05-01,30,17,-13
toritama-pe,TORITAMA/PE,PAP,5g,2026-05-01,69,106,37
toritama-pe,TORITAMA/PE,PAP,ftth,2026-05-01,195,47,-148
ubajara-ce,UBAJARA/CE,DONO CIDADE - LOJAS,5g,2026-05-01,52,31,-21
ubajara-ce,UBAJARA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,30,10,-20
ubajara-ce,UBAJARA/CE,PAP,5g,2026-05-01,72,41,-31
ubajara-ce,UBAJARA/CE,PAP,ftth,2026-05-01,66,8,-58
uirauna-pb,UIRAUNA/PB,DONO CIDADE - LOJAS,5g,2026-05-01,52,41,-11
uirauna-pb,UIRAUNA/PB,DONO CIDADE - LOJAS,ftth,2026-05-01,30,2,-28
uirauna-pb,UIRAUNA/PB,PAP,5g,2026-05-01,41,54,13
uirauna-pb,UIRAUNA/PB,PAP,ftth,2026-05-01,16,2,-14
umarizal-rn,UMARIZAL/RN,DONO CIDADE - LOJAS,5g,2026-05-01,52,51,-1
umarizal-rn,UMARIZAL/RN,DONO CIDADE - LOJAS,ftth,2026-05-01,30,2,-28
varzea-alegre-ce,VARZEA ALEGRE/CE,LOJA,5g,2026-05-01,78,72,-6
varzea-alegre-ce,VARZEA ALEGRE/CE,LOJA,ftth,2026-05-01,45,10,-35
varzea-alegre-ce,VARZEA ALEGRE/CE,PAP,5g,2026-05-01,63,54,-9
varzea-alegre-ce,VARZEA ALEGRE/CE,PAP,ftth,2026-05-01,60,13,-47
vicosa-do-ceara-ce,VICOSA DO CEARA/CE,DONO CIDADE - LOJAS,ftth,2026-05-01,36,0,-36
vitoria-de-santo-antao-pe,VITORIA DE SANTO ANTAO/PE,LOJA,ftth,2026-05-01,36,0,-36
acarau-ce,ACARAU/CE,DONO CIDADE - LOJAS,5g,2026-06-01,52,52,0
